0	0.99183	0.96367
1000	0.99233	0.96467
2000	0.99250	0.96200
3000	0.99200	0.96133
4000	0.99100	0.95633
5000	0.99067	0.94700
6000	0.99267	0.95100
7000	0.99300	0.94233
8000	0.99233	0.93567
9000	0.99333	0.94967
10000	0.99317	0.93633
11000	0.99150	0.94467
12000	0.99317	0.94900
13000	0.99233	0.95900
14000	0.99350	0.95867
15000	0.99267	0.96067
16000	0.99217	0.96600
17000	0.99300	0.97567
18000	0.99300	0.95933
19000	0.99417	0.97033
20000	0.99350	0.97467
21000	0.99367	0.97567
22000	0.99400	0.97300
23000	0.99367	0.98267
24000	0.99450	0.98033
25000	0.99383	0.97900
26000	0.99350	0.97800
27000	0.99400	0.98133
28000	0.99450	0.98200
29000	0.99450	0.97633
30000	0.99417	0.98233
31000	0.99333	0.98133
32000	0.99250	0.98133
33000	0.99500	0.98433
34000	0.99450	0.98600
35000	0.99467	0.98400
36000	0.99450	0.98600
37000	0.99333	0.98133
38000	0.99383	0.98733
39000	0.99317	0.98400
40000	0.99550	0.98200
41000	0.99400	0.98533
42000	0.99400	0.98267
43000	0.99433	0.98567
44000	0.99483	0.98567
45000	0.99433	0.98433
46000	0.99367	0.98333
47000	0.99483	0.98167
48000	0.99467	0.98367
49000	0.99367	0.98433
50000	0.99417	0.98367
51000	0.99300	0.98400
52000	0.99333	0.98567
53000	0.99367	0.98567
54000	0.99517	0.98667
55000	0.99367	0.98800
56000	0.99517	0.98767
57000	0.99350	0.98800
58000	0.99333	0.98700
59000	0.99383	0.98567
60000	0.99350	0.98433
61000	0.99383	0.98667
62000	0.99467	0.98633
63000	0.99400	0.98733
64000	0.99400	0.98600
65000	0.99500	0.98567
66000	0.99533	0.98033
67000	0.99350	0.98500
68000	0.99350	0.98267
69000	0.99550	0.98633
70000	0.99317	0.98100
71000	0.99517	0.98600
72000	0.99500	0.98733
73000	0.99267	0.98167
74000	0.99267	0.98600
75000	0.99433	0.98533
76000	0.99450	0.98533
77000	0.99333	0.98433
78000	0.99517	0.98700
79000	0.99483	0.98733
80000	0.99433	0.98767
81000	0.99433	0.98367
82000	0.99500	0.98433
83000	0.99533	0.98800
84000	0.99500	0.98767
85000	0.99450	0.98567
86000	0.99450	0.98533
87000	0.99383	0.98800
88000	0.99400	0.98700
89000	0.99433	0.98700
90000	0.99383	0.98500
91000	0.99333	0.98433
92000	0.99467	0.98900
93000	0.99400	0.98733
94000	0.99517	0.98933
95000	0.99383	0.98567
96000	0.99450	0.98767
97000	0.99317	0.99000
98000	0.99350	0.98367
99000	0.99317	0.98933
100000	0.99583	0.98667
101000	0.99517	0.98533
102000	0.99567	0.98800
103000	0.99567	0.98733
104000	0.99450	0.98767
105000	0.99533	0.98833
106000	0.99500	0.98633
107000	0.99400	0.98900
108000	0.99317	0.98700
109000	0.99367	0.98667
110000	0.99433	0.98800
111000	0.99450	0.98733
112000	0.99333	0.98500
113000	0.99367	0.98567
114000	0.99333	0.98500
115000	0.99350	0.98500
116000	0.99350	0.98633
117000	0.99533	0.98667
118000	0.99433	0.98700
119000	0.99333	0.98467
120000	0.99400	0.98633
121000	0.99450	0.98800
122000	0.99517	0.98633
123000	0.99483	0.98833
124000	0.99483	0.98767
125000	0.99467	0.98767
126000	0.99417	0.98700
127000	0.99450	0.98767
128000	0.99367	0.98367
129000	0.99317	0.98633
130000	0.99433	0.98667
131000	0.99467	0.98800
132000	0.99383	0.98600
133000	0.99517	0.98800
134000	0.99500	0.98600
135000	0.99450	0.98667
136000	0.99383	0.98567
137000	0.99317	0.98667
138000	0.99333	0.98333
139000	0.99300	0.98767
140000	0.99533	0.98767
141000	0.99383	0.98667
142000	0.99517	0.98733
143000	0.99333	0.98533
144000	0.99517	0.98633
145000	0.99367	0.98233
146000	0.99433	0.98533
147000	0.99500	0.98433
148000	0.99550	0.98500
149000	0.99417	0.98400
150000	0.99367	0.98700
151000	0.99550	0.98700
152000	0.99533	0.98600
153000	0.99517	0.98667
154000	0.99567	0.98467
155000	0.99383	0.98667
156000	0.99467	0.98567
157000	0.99450	0.98733
158000	0.99417	0.98800
159000	0.99450	0.98533
160000	0.99417	0.98367
161000	0.99483	0.98533
162000	0.99400	0.98700
163000	0.99433	0.98700
164000	0.99517	0.98500
165000	0.99417	0.98900
166000	0.99383	0.98567
167000	0.99400	0.98600
168000	0.99517	0.98567
169000	0.99383	0.98333
170000	0.99483	0.98633
171000	0.99550	0.98733
172000	0.99417	0.98500
173000	0.99483	0.98700
174000	0.99517	0.98733
175000	0.99517	0.98700
176000	0.99533	0.98533
177000	0.99567	0.98633
178000	0.99467	0.98600
179000	0.99467	0.98433
180000	0.99450	0.98533
181000	0.99567	0.98633
182000	0.99467	0.98700
183000	0.99433	0.98633
184000	0.99600	0.98833
185000	0.99533	0.98867
186000	0.99550	0.98800
187000	0.99450	0.98600
188000	0.99467	0.98700
189000	0.99533	0.98367
190000	0.99600	0.98600
191000	0.99467	0.98533
192000	0.99533	0.98400
193000	0.99517	0.98467
194000	0.99517	0.98600
195000	0.99550	0.98667
196000	0.99450	0.98600
197000	0.99533	0.98833
198000	0.99583	0.98800
199000	0.99500	0.98633
